Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage,Gender_Male,Gender_Other,Mental_Health_Status_Fair,Mental_Health_Status_Good,Mental_Health_Status_Poor,Stress_Level_Low,Stress_Level_Medium,Support_Systems_Access_encoded,Work_Environment_Impact_Neutral,Work_Environment_Impact_Positive,Online_Support_Usage_encoded,Cluster
-1.3304050130410463,Female,0.030187158980763587,0.8764206984792365,-1.2688382202781696,1.0845608855616402,Good,Low,1.0402625972913795,0.5873320215837525,No,Negative,Yes,-0.709760099256249,-0.7119914934033427,-0.5758106657310548,1.7283636276391874,-0.5748868968059825,1.4146379325438991,-0.7078493734650475,0,-0.7037153622060446,-0.703397690436789,1,2
-1.474088122243799,Male,-1.0932438404183307,-0.60612313404247,0.8463552774545584,-0.09048201392203017,Poor,High,0.5371129440651266,0.3016077680556043,Yes,Positive,No,1.4089267641952408,-0.7119914934033427,-0.5758106657310548,-0.5785819511637857,1.7394725911408069,-0.70689465975349,-0.7078493734650475,1,-0.7037153622060446,1.4216708607317579,0,0
0.681158515797489,Male,-1.0837767252548551,0.9369326916433877,-0.8679191912961495,-1.1913116776488373,Fair,High,1.0609399803006772,1.6544948962069566,No,Negative,No,1.4089267641952408,-0.7119914934033427,1.7366819677269967,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,-0.7078493734650475,0,-0.7037153622060446,-0.703397690436789,0,1
-1.186721903838294,Female,-0.8313203208955081,0.21943334412559418,0.051429616541931567,1.2626726513781124,Excellent,Medium,-0.6070355824493674,0.09506011490272624,Yes,Negative,Yes,-0.709760099256249,-0.7119914934033427,-0.5758106657310548,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,1.4127299358969883,1,-0.7037153622060446,-0.703397690436789,1,2
0.8248416250002415,Male,-1.664426455281353,-1.4749024644706419,-1.5384217052833213,1.1513527977428175,Good,Low,-0.6552828094710631,-0.3455748784900806,No,Positive,Yes,1.4089267641952408,-0.7119914934033427,-0.5758106657310548,1.7283636276391874,-0.5748868968059825,1.4146379325438991,-0.7078493734650475,0,-0.7037153622060446,1.4216708607317579,1,2
1.1840493980071227,Male,-0.2790719363594366,0.7640412826029557,-1.662844852208776,-1.6415386412404753,Poor,Low,1.4538102574773408,0.5288101865237703,Yes,Neutral,Yes,1.4089267641952408,-0.7119914934033427,-0.5758106657310548,-0.5785819511637857,1.7394725911408069,1.4146379325438991,-0.7078493734650475,1,1.4210290888991628,-0.703397690436789,1,0
1.5432571710140042,Female,-0.9764827534021326,-0.6147677044944916,0.880917262711629,0.44632705805261486,Excellent,Medium,1.4538102574773408,-1.2612694741345074,Yes,Neutral,No,-0.709760099256249,-0.7119914934033427,-0.5758106657310548,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,1.4127299358969883,1,1.4210290888991628,-0.703397690436789,0,2
0.681158515797489,Female,0.22268516730476548,0.05518650553718322,1.5375949825959727,0.04062803591509523,Excellent,Medium,0.4199411070124375,0.09161765401684471,Yes,Neutral,No,-0.709760099256249,-0.7119914934033427,-0.5758106657310548,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,1.4127299358969883,1,1.4210290888991628,-0.703397690436789,0,2
1.1122078434057465,Other,1.3839846273577616,0.05950879076319432,-1.6835820433630184,-0.4838121634334064,Fair,Medium,0.4750807950372324,0.07440534958743826,No,Positive,No,-0.709760099256249,1.404511162373538,1.7366819677269967,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,1.4127299358969883,0,-0.7037153622060446,1.4216708607317579,0,1
-0.7556725762300363,Other,-0.6861578883888836,1.4080617812785658,-1.1789770586097859,-0.2735413287889599,Excellent,High,-0.9723360156136336,-1.5607635712061807,No,Positive,No,-0.709760099256249,1.404511162373538,-0.5758106657310548,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,-0.7078493734650475,0,-0.7037153622060446,1.4216708607317579,0,2
0.8248416250002415,Other,-0.5346840457732753,-0.013970058078989545,-0.4393505741084726,1.7054782913940638,Poor,High,-0.9447661716012362,-0.6863785061923298,Yes,Neutral,No,-0.709760099256249,1.404511162373538,-0.5758106657310548,-0.5785819511637857,1.7394725911408069,-0.70689465975349,-0.7078493734650475,1,1.4210290888991628,-0.703397690436789,0,0
1.6150987256153804,Other,-0.5189055205008162,0.37935789748799364,-0.5775985151367554,1.411099122891839,Fair,Low,1.426240413464944,0.46340342969202547,No,Neutral,Yes,-0.709760099256249,1.404511162373538,1.7366819677269967,-0.5785819511637857,-0.5748868968059825,1.4146379325438991,-0.7078493734650475,0,1.4210290888991628,-0.703397690436789,1,1
-0.10909858481764995,Female,-1.0774653151458713,0.03789736463313998,0.016867631284860973,0.661545441747519,Poor,High,0.964445526257287,-1.553878649434418,Yes,Negative,Yes,-0.709760099256249,-0.7119914934033427,-0.5758106657310548,-0.5785819511637857,1.7394725911408069,-0.70689465975349,-0.7078493734650475,1,-0.7037153622060446,-0.703397690436789,1,0
-1.25856345843967,Other,-0.2064907201061242,0.5392824508503935,0.5422098071923358,-1.564851630958383,Excellent,High,-1.1584324626973161,0.73880030056253,No,Positive,No,-0.709760099256249,1.404511162373538,-0.5758106657310548,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,-0.7078493734650475,0,-0.7037153622060446,1.4216708607317579,0,2
-0.25278169402040246,Female,1.264067835287072,0.24104477025564813,-1.089115896941402,0.5675420097888251,Poor,High,0.4337260290186359,0.7353578396766485,Yes,Negative,No,-0.709760099256249,-0.7119914934033427,-0.5758106657310548,-0.5785819511637857,1.7394725911408069,-0.70689465975349,-0.7078493734650475,1,-0.7037153622060446,-0.703397690436789,0,0
0.8248416250002415,Male,0.32682343410299614,-1.6261824473810202,1.1435883506653663,-0.7163469688049116,Good,Medium,1.3986705694525459,0.01588351452745613,Yes,Negative,No,1.4089267641952408,-0.7119914934033427,-0.5758106657310548,1.7283636276391874,-0.5748868968059825,-0.70689465975349,1.4127299358969883,1,-0.7037153622060446,-0.703397690436789,0,2
-1.1148803492369177,Female,-0.023459826945597624,0.6170835849185883,1.5514197766988007,0.8470785311396775,Fair,High,-1.2962816827593033,1.5994155220328559,Yes,Neutral,Yes,-0.709760099256249,-0.7119914934033427,1.7366819677269967,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,-0.7078493734650475,1,1.4210290888991628,-0.703397690436789,1,1
0.968524734202994,Female,-1.4025029357585306,1.1184686711358416,-0.3494894124400888,1.707952065919293,Fair,Low,1.688153931582719,1.361885720907046,Yes,Negative,No,-0.709760099256249,-0.7119914934033427,1.7366819677269967,-0.5785819511637857,-0.5748868968059825,1.4146379325438991,-0.7078493734650475,1,-0.7037153622060446,-0.703397690436789,0,1
0.968524734202994,Male,-1.1153337757997734,-1.453291038340588,-0.26654064782311904,0.8693425018667365,Excellent,High,0.8334887671983988,0.8627288924542567,Yes,Neutral,No,1.4089267641952408,-0.7119914934033427,-0.5758106657310548,-0.5785819511637857,-0.5748868968059825,-0.70689465975349,-0.7078493734650475,1,1.4210290888991628,-0.703397690436789,0,2
-0.3246232486217787,Other,1.3461161667038597,-0.05287062511308674,-0.847182000141907,-0.48875971248386385,Good,Medium,-0.5587883554276717,0.9522328754871705,Yes,Positive,No,-0.709760099256249,1.404511162373538,-0.5758106657310548,1.7283636276391874,-0.5748868968059825,-0.70689465975349,1.4127299358969883,1,-0.7037153622060446,1.4216708607317579,0,2
1.1122078434057465,Female,0.3836261250838494,1.4512846335386738,0.445436248472538,0.38943024397235326,Fair,Low,0.39237126300004,0.2224311676803345,Yes,Neutral,No,-0.709760099256249,-0.7119914934033427,1.7366819677269967,-0.5785819511637857,-0.5748868968059825,1.4146379325438991,-0.7078493734650475,1,1.4210290888991628,-0.703397690436789,0,1
